四六级合并词汇,,
curl,v.(使)卷曲,4级单词
currency,n.流通,4级单词
current,"adj.当前的,通用的,流通的,现在的,草写的,最近的;n.涌流,趋势,电流,水流,气流",4级单词
curriculum,n.课程,4级单词
curse,"n.诅咒,咒语,祸根,祸因;vt.诅咒,咒骂,降祸,使受罪",4级单词
curtain,"n.窗帘,门帘;v.装上门帘",4级单词
curve,"n.曲线,弯曲,[棒球]曲线球,[统]曲线图表;vt.弯,使弯曲;vi.成曲形",4级单词
cushion,"n.垫子,软垫,衬垫;v.加衬垫",4级单词
customary,"adj.习惯的,惯例的",4级单词
cute,"adj.可爱的,聪明的,伶俐的,装腔作势的",4级单词
cycle,"n.周期,循环,自行车,一段时间,整套,(电学)周波;vi.循环,轮转,骑自行车;vt.使循环,使轮转",4级单词
cylinder,"n.圆筒,圆柱体,汽缸,柱面",4级单词
cynical,adj.愤世嫉俗的,4级单词
dairy,"n.牛奶场,奶品场,售牛奶,奶油,鸡蛋等的商店,奶制品",4级单词
dam,"n.水坝,障碍;v.控制,筑坝",4级单词
damn,v.谴责,4级单词
damp,"n.湿气;adj.潮湿的;vt.使潮湿,阻尼,使衰减,使沮丧,控制,抑止",4级单词
dart,"n.标枪,镖,(昆虫的)刺,飞快的动作;v.飞奔,投掷",4级单词
dash,"n.少量(搀加物),冲撞,破折号,锐气,精力,干劲;vi.猛掷,冲撞;vt.泼溅,使猛撞,搀和,使破灭,使沮丧,匆忙完成",4级单词
data,"n.datum的复数,[计]资料,数据",4级单词
database,"n.[计]数据库,资料库",4级单词
daylight,"n.日光,白昼,白天",4级单词
dazzle,"v.(使)眼花,眩耀;n.耀眼",4级单词
deadline,n.最终期限,4级单词
deadly,"adj.致命的,势不两立的,死一般的,极度的,必定的",4级单词
deaf,adj.聋的,4级单词
dean,"n.(大学)院长,主持牧师,(基督教)教长",4级单词
debate,"v.争论,辩论;n.争论,辩论",4级单词
debt,"n.债务,罪过",4级单词
decade,"n.十年,十",4级单词
decay,"vi.&n.腐朽,腐烂,衰减,衰退;v.衰落",4级单词
deceive,"v.欺骗,行骗",4级单词
decent,"adj.正派的,端庄的,有分寸的,(服装)得体的,大方的;adj.<口>相当好的、象样的",4级单词
decimal,"adj.十进的,小数的,以十为基础的,十进制;n.小数",4级单词
decisive,adj.决定性的,4级单词
deck,"n.甲板,舰板,覆盖物,一副(纸牌);vt.装饰,修饰,打扮,装甲板",4级单词
declaration,"n.宣布,宣言,声明",4级单词
decline,"vi.下倾,下降,下垂;v.拒绝,衰落;n.下倾,下降,下垂,斜面,斜坡,衰败,衰落",4级单词
decorate,"v.装饰,为...做室内装修",4级单词
decrease,"n.减少,减少之量;v.减少",4级单词
decree,"n.法令,政令,教令,天命,判决;v.颁布",4级单词
dedicate,"vt.献(身),致力,题献(一部著作给某人)",4级单词
deduce,"vt.推论,演绎出",4级单词
deduct,"vt.扣除,演绎",4级单词
deem,"v.认为,相信",4级单词
default,"n.默认(值),缺省(值),食言,不履行责任,[律]缺席;v.疏怠职责,缺席,拖欠,默认",4级单词
defeat,"n.击败,战胜,失败;vt.击败,战胜,使失败,挫折;v.击败",4级单词
defect,"n.过失,缺点",4级单词
defendant,"n.被告;adj.辩护的,为自己辩护的",4级单词
defiance,"n.挑战,蔑视,挑衅",4级单词
deficiency,"n.缺乏,不足",4级单词
deficit,"n.赤字,不足额",4级单词
define,"vt.定义,详细说明",4级单词
definite,"adj.明确的,一定的",4级单词
definitely,"adv.明确地,干脆地",4级单词
definition,"n.定义,解说,精确度,(轮廓影像等的)清晰度",4级单词
definitive,"adj.最后的,确定的,权威性的",4级单词
defy,"vt.不服从,公然反抗,藐视,挑衅,违抗,使...难于;n.挑战",4级单词
degenerate,adj.退化的;v.退化,4级单词
degrade,"v.(使)降级,(使)堕落,(使)退化",4级单词
delegate,n.代表;vt.委派...为代表,4级单词
delete,vt.删除,4级单词
deliberate,"adj.深思熟虑的,故意的,预有准备的;v.商讨",4级单词
delicate,"adj.精巧的,精致的,病弱的,脆弱的,微妙的,棘手的,灵敏的,精密的",4级单词
delicious,adj.美味的,4级单词
delivery,"n.递送,交付,分娩,交货,引渡;n.[律]财产等的正式移交,发送,传输",4级单词
demand,"n.要求,需求(量),需要;v.要求,需要,要求知道,查询",4级单词
democracy,"n.民主政治,民主主义",4级单词
democratic,"adj.民主的,民主主义的,民主政体的,平民的",4级单词
demonstrate,"vt.示范,证明,论证;vi.示威",4级单词
denial,"n.否认,否定,谢绝,拒绝",4级单词
denote,"vt.指示,表示",4级单词
denounce,"vt.公开指责,公然抨击,谴责",4级单词
dense,"adj.密集的,浓厚的",4级单词
density,n.密度,4级单词
dental,adj.牙齿的,4级单词
dentist,n.牙科医生,4级单词
deny,"v.否认,拒绝",4级单词
depart,"vi.离开,起程,不按照,逝世;adj.过去的,逝世的",4级单词
departure,"n.启程,出发,离开",4级单词
dependent,"adj.依靠的,依赖的,由...决定的,随...而定的",4级单词
depict,"vt.描述,描写",4级单词
deport,"vt.举止,驱逐",4级单词
deposit,"n.堆积物,沉淀物,存款,押金,保证金,存放物;vt.存放,堆积;vi.沉淀",4级单词
depress,"vt.使沮丧,使消沉,压下,压低,使不活泼,使萧条;v.压下",4级单词
depression,"n.沮丧,消沉,低气压,低压",4级单词
deprive,"vt.剥夺,使丧失",4级单词
deputy,"n.代理人,代表",4级单词
derive,vt.得自;vi.起源,4级单词
descend,"vi.下来,下降,遗传(指财产,气质,权利),突击,出其不意的拜访;v.下去",4级单词
descendant,"n.子孙,后裔,后代",4级单词
descent,"n.降下,降落,世系,血统,侵袭",4级单词
describe,"vt.描写,记述,形容,形容;v.描述",4级单词
deserve,"vt.应受,值得;v.应受",4级单词
design,"n.设计,图案,花样,企图,图谋,(小说等的)构思,纲要;v.设计,计划,谋划,构思",4级单词
designate,"vt.指明,指出,任命,指派;v.指定,指派",4级单词
desirable,"adj.值得要的,合意的,令人想要的,悦人心意的",4级单词
desire,"vt.想望,期望,希望,请求(官方丈礼);n.愿望,心愿,要求;v.要求",4级单词
despair,"n.绝望,失望,令人失望的人(事物);vi.绝望",4级单词
desperate,"adj.不顾一切的,拚死的,令人绝望的",4级单词
despise,vt.轻视,4级单词
despite,"prep.不管,尽管,不论",4级单词
dessert,n.餐后甜点,4级单词
destination,"n.目的地,[计]目的文件,目的单元格",4级单词
destined,adj.去往…的,4级单词
destiny,"n.命运,定数",4级单词
destruction,"n.破坏,毁灭",4级单词
destructive,adj.破坏(性)的,4级单词
detach,"vt.分开,分离,分遣,派遣(军队)",4级单词
detail,"n.细节,详情;vt.详述,细说;",4级单词
detain,"v.拘留,留住,阻止",4级单词
detect,"vt.察觉,发觉,侦查,探测;v.发现",4级单词
detection,"n.察觉,发觉,侦查,探测,发现",4级单词
detective,n.侦探;adj.侦探的,4级单词
deteriorate,v.(使)恶化,4级单词
determination,"n.决心,果断",4级单词
determine,"v.决定,确定,测定,使下定决心,[律]使终止",4级单词
deviate,"vi.背离,偏离;v.偏离",4级单词
device,"n.装置,设计,图案,策略,发明物,设备;[计]安装设备驱动程序",4级单词
devil,"n.魔鬼,恶棍",4级单词
devise,"vt.设计,发明,图谋,作出(计划),想出(办法),遗赠给;n.遗赠",4级单词
devote,"vt.投入于,献身",4级单词
diagnose,v.诊断,4级单词
diagram,n.图表,4级单词
dialect,"n.方言,语调",4级单词
diameter,n.直径,4级单词
dictate,"v.口述,口授,使听写,指令,指示,命令,规定;n.指示(指理智,变心)",4级单词
dictation,"n.听写,口述",4级单词
differ,"vi.不一致,不同",4级单词
differentiate,"v.区别,区分",4级单词
diffuse,"n.分类,摘要;vi.消化;vt.消化,融会贯通",4级单词
digest,"v.散播,传播,漫射,扩散,(使)慢慢混合;adj.散开的,弥漫的",4级单词
digital,"adj.数字的,数位的,手指的;n.数字,数字式",4级单词
dignity,"n.尊严,高贵",4级单词
dilemma,"n.进退两难的局面,困难的选择",4级单词
diligent,"adj.勤勉的,用功的,细心而继续不断的",4级单词
dilute,"v.冲淡,变淡,变弱,稀释;adj.淡的,弱的,稀释的",4级单词
dim,"adj.暗淡的,模糊的,无光泽的,悲观的,怀疑的;vt.使暗淡,使失去光泽;n.<美俚>笨蛋、傻子",4级单词
dimension,"n.尺寸,尺度,维(数),度(数),元",4级单词
diminish,"v.(使)减少,(使)变小",4级单词
dine,"vi.吃饭,进餐",4级单词
dip,"v.浸,蘸,沾",4级单词
diploma,"n.文凭,毕业证书,证明权力、特权、荣誉等的证书,奖状",4级单词
diplomat,"n.外交官,有外交手腕的人,有权谋的人",4级单词
diplomatic,"adj.外交的,老练的",4级单词
directly,"adv.直接地,立即",4级单词
directory,"n.姓名地址录,目录",4级单词
dirt,"n.污垢,泥土",4级单词
disable,"v.使残废,使失去能力,丧失能力",4级单词
disappear,"vi.消失,不见",4级单词
disaster,"n.灾难,天灾,灾祸",4级单词
disastrous,"adj.损失惨重的,悲伤的",4级单词
discard,"vt.丢弃,抛弃;v.放弃",4级单词
discern,"v.目睹,认识,洞悉,辨别,看清楚",4级单词
discharge,"vt.卸下,放出,清偿(债务),履行(义务),解雇,开(炮),放(枪),射(箭);vi.卸货,流注;n.卸货,流出,放电",4级单词
discipline,"n.纪律,学科;v.训练",4级单词
disclose,"vt.揭露,透露",4级单词
discount,n.折扣,4级单词
discourage,"vt.使气馁,阻碍",4级单词
discreet,"adj.小心的,慎重的,有思虑的,贤明的",4级单词
discrepancy,"n.相差,差异,矛盾",4级单词
discrete,"adj.不连续的,离散的",4级单词
discriminate,"v.歧视,区别,区别待遇",4级单词
disease,"n.疾病,弊病",4级单词
disguise,"v.假装,伪装,掩饰;n.伪装",4级单词
disgust,"n.厌恶,嫌恶;vi.令人厌恶,令人反感;vt.使作呕",4级单词
dismay,"n.沮丧,惊慌;v.使沮丧,使惊慌",4级单词
dismiss,"vt.解散,下课,开除,解职,使(或让)离开;vi.解散",4级单词
disorder,"n.杂乱,混乱,无秩序状态;vt.扰乱,使失调,使紊乱",4级单词
dispatch,"vt.分派,派遣;n.派遣,急件",4级单词
disperse,"v.(使)分散,(使)散开,疏散",4级单词
displace,"vt.移置,转移,取代,置换;v.转移",4级单词
display,"vt.陈列,展览,显示;n.陈列,展览,显示,显示器",4级单词
disposal,"n.处理,处置,布置,安排,配置,支配",4级单词
dispose,"v.处理,处置,部署;vt.布置,安排,除去,使愿意",4级单词
disposition,n.部署,4级单词
dispute,"v.争论,辩论,怀疑,抗拒,阻止,争夺(土地,胜利等);n.争论,辩论,争吵",4级单词
disregard,"v.不理漠视;n.漠视,忽视",4级单词
disrupt,"v.使中断,使分裂,使瓦解,使陷于混乱,破坏",4级单词
dissipate,"v.驱散,(使)(云、雾、疑虑等)消散,浪费(金钱或时间)",4级单词
dissolve,"v.溶解,解散",4级单词
distill,"vt.蒸馏,提取;vi.滴下",4级单词
distinct,"adj.清楚的,明显的,截然不同的,独特的",4级单词
distinction,"n.区别,差别,级别,特性,声望,显赫",4级单词
distinguish,"v.区别,辨别",4级单词
distort,"vt.弄歪(嘴脸等),扭曲,歪曲(真理、事实等),误报",4级单词
distract,v.转移,4级单词
distress,"n.悲痛,穷困,不幸,危难,忧伤;v.使悲痛,使穷困,使忧伤",4级单词
distribute,"vt.分发,分配,散布,分布,分类,分区;v.分发",4级单词
distribution,"n.分配,分发,配给物,销售,法院对无遗嘱死亡者财产的分配,分布状态,区分,分类,发送,发行",4级单词
disturb,"vt.弄乱,打乱,打扰,扰乱;v.扰乱",4级单词
disturbance,"n.骚动,动乱,打扰,干扰,骚乱,搅动",4级单词
ditch,"n.沟,沟渠,壕沟",4级单词
dive,"vi.潜水,跳水,下潜,俯冲;n.潜水,跳水,下潜,俯冲",4级单词
diverse,"adj.不同的,变化多的",4级单词
diversion,"n.转移,转换,牵制,解闷,娱乐",4级单词
divert,"v.转移,转向,使高兴",4级单词
divide,"v.分,划分,分开,隔开",4级单词
divine,"adj.神的,神圣的,非凡的,超人的,非常可爱的;n.牧师",4级单词
division,"n.分开,分割,区分,除法,公司,(军事)师,分配,分界线",4级单词
divorce,"n.离婚,脱离;vt.使离婚,与...脱离",4级单词
dizzy,"adj.(指人)晕眩的,昏乱的,(指地点,情况)使人晕眩的",4级单词
dock,"n.<美>码头,船坞,被告席,尾巴的骨肉部分;vt.靠码头,引入坞,剪短;vi.入船坞",4级单词
doctrine,"n.教条,学说",4级单词
document,"n.公文,文件,文档,档案,文献;v.证明",4级单词
dodge,"v.避开,躲避;n.<俗>诡计,躲藏",4级单词
dole,"n.施舍品,悲哀,失业救济金;vt.发放救济",4级单词
dolphin,n.海豚,4级单词
domain,"n.领土,领地,(活动、学问等的)范围,领域",4级单词
dome,n.圆屋顶,4级单词
domestic,"adj.家庭的,国内的,与人共处的,驯服的",4级单词
dominant,"adj.有统治权的,占优势的,支配的;adj.[生物]显性的",4级单词
dominate,"v.支配,占优势",4级单词
donate,"v.捐赠,赠予",4级单词
donation,"n.捐赠品,捐款,贡献",4级单词
donkey,"n.驴子,笨蛋,顽固者,(=donkeyengine)轻便发动机,(=donkeypump)辅助泵",4级单词
doom,"n.厄运,毁灭,死亡,世末日;v.注定,判决;著名的3D动作游戏",4级单词
dorm,n.<俗>宿舍(=dormitory),4级单词
dormitory,n.宿舍,4级单词
dose,"n.剂量,(一)剂,(一)服;v.(给...)服药",4级单词
dot,"n.点,圆点,园点;vt.在...上打点",4级单词
doubtful,"adj.可疑的,不确的,疑心的",4级单词
doubtless,"adj.无疑的,确定的;adv.无疑地,确定地,<口>大概、多半",4级单词
downward,adj.向下的,4级单词
draft,"n.草稿,草案,草图;vt.起草,为...打样,设计;v.草拟",4级单词
drag,"v.拖,拖曳,缓慢而费力地行动;n.拖拉",4级单词
dragon,"n.龙,凶暴的人,严厉而有警觉性的女人",4级单词
drain,"n.排水沟,消耗,排水;vt.排出沟外,喝干,耗尽;vi.排水,流干",4级单词
drainage,"n.排水,排泄,排水装置,排水区域,排出物,消耗",4级单词
drama,"n.(在舞台上演的)戏剧,戏剧艺术",4级单词
dramatic,"adj.戏剧性的,生动的",4级单词
drastic,"adj.激烈的,(药性等)猛烈的",4级单词
draught,"n.拖,拉,一网(鱼),气流",4级单词
drawback,"n.缺点,障碍,退还的关税,退税(指进口货物再出口时退还其进口时的关税)",4级单词
drawer,"n.抽屉,画家,制图员,(用复数)衬裤、内裤",4级单词
dread,"n.恐惧,恐怖,可怕的人(或物),畏惧;v.惧怕,担心",4级单词
dreadful,"adj.可怕的,<口>讨厌的",4级单词
drift,"n.冲洗,漂流物,观望,漂流;v.(使)漂流",4级单词
drill,"n.钻孔机,钻子,播种机,军事训练,操练,(反复)练习,条播机;v.训练,钻孔,条播",4级单词
drip,n.水滴;v.(使)滴下,4级单词
drought,"n.干旱,缺乏",4级单词
drum,"n.鼓,鼓声,鼓形圆桶,[解]鼓膜,鼓室;vi.击鼓,作鼓声;vt.打鼓奏",4级单词
drunk,adj.喝醉了的;vbl.drink的过去分词,4级单词
dual,"adj.双的,二重的,双重",4级单词
dub,"vt.[电影]配音,轻点,授予称号,打击;n.鼓声,笨蛋",4级单词
dubious,"adj.可疑的,不确定的",4级单词
dull,"adj.感觉或理解迟钝的,无趣的,呆滞的,阴暗的;vt.使迟钝,使阴暗,缓和;vi.变迟钝,减少",4级单词
dumb,"adj.哑的,无说话能力的,不说话的,无声音的",4级单词
dump,"vt.倾倒(垃圾),倾卸;n.堆存处",4级单词
duplicate,"adj.复制的,副的,两重的,两倍的,完全相同;n.复制品,副本;vt.复写,复制,使加倍,使成双",4级单词
durable,"adj.持久的,耐用的",4级单词
duration,"n.持续时间,为期",4级单词
dusk,"n.薄暮,黄昏",4级单词
dwarf,"n.矮子,侏儒;v.(使)变矮小",4级单词
dwell,"vi.居住,踌躇",4级单词
dye,"n.染料,染色;vt.染;v.染",4级单词
dynamic,"adj.动力的,动力学的,动态的",4级单词
eagle,"n.鹰,鹰状标饰",4级单词
earnest,"adj.认真的,热心的,重要的n.真挚,定金,认真,热心",4级单词
earthquake,"n.地震,[喻]在震荡,在变动",4级单词
ease,"n.安逸,安心,不费力,悠闲;vt.使悠闲,使安心,减轻,放松;vi.减弱,减轻,放松,灵活地移动",4级单词
Easter,n.[宗](耶稣)复活节,4级单词
eccentric,adj.古怪;n.行为古怪的人,4级单词
echo,"n.回声,回音,回波;vi.发回声,随声附和;vt.摹仿,重复,反射;[计]禁止(或允许)在屏上显示批处理命令行",4级单词
eclipse,"n.食,日蚀,月蚀,蒙蔽,衰落;vt.引起日蚀,引起月蚀,超越,使黯然失色",4级单词
ecology,"n.生态学,[社会]环境适应学,均衡系统",4级单词
economic,"adj.经济(上)的,产供销的,经济学的",4级单词
economical,"adj.节约的,经济的",4级单词
economy,"n.经济,节约,节约措施,经济实惠,系统,机体,经济制度的状况",4级单词
edible,adj.可食用的,4级单词
edition,"n.版本,版",4级单词
editor,"n.编辑,编辑器,编者",4级单词
editorial,"n.社论;adj.编辑上的,主笔的,社论的",4级单词
educate,"vt.教育,训练,培养;v.教育",4级单词
effective,"adj.有效的,被实施的,给人深刻印象,有生力量",4级单词
efficiency,"n.效率,功效",4级单词
efficient,"adj.(直接)生效的,有效率的,能干的",4级单词
effort,"n.努力,成就",4级单词
ego,"n.自我,利已主义,自负",4级单词
eject,"vt.逐出,撵出,驱逐,喷射;n.推断的事物",4级单词
elaborate,"adj.精心制作的,详细阐述的,精细;vt.精心制作,详细阐述;v.详细描述",4级单词
elapse,"vi.(时间)过去,消逝;v.流逝",4级单词
elastic,adj.弹性的,4级单词
elbow,n.肘,4级单词
elderly,"adj.过了中年的,稍老的",4级单词
elect,"vt.选举,推选;v.选择,作出选择,选举,选举,选举",4级单词
election,"n.选举,当选,选择权,[宗]上帝的选拔",4级单词
electric,"adj.电的,导电的,电动的,电气",4级单词
electrical,"adj.电的,有关电的",4级单词
electrician,"n.电工,电学家",4级单词
electricity,"n.电流,电,电学",4级单词
electron,n.电子,4级单词
electronic,adj.电子的,4级单词
elegant,"adj.文雅的,端庄的,雅致的,<口>上品的,第一流的",4级单词
element,"n.要素,元素,成分,元件,自然环境",4级单词
elementary,"adj.初步的,基本的,[化]元素的,自然力的",4级单词
elevate,"vt.举起,提拔,振奋,提升...的职位",4级单词
elevator,"n.电梯,升降机,[空]升降舵",4级单词
elicit,"vt.得出,引出,抽出,引起",4级单词
eligible,"adj.符合条件的,合格的",4级单词
eliminate,"vt.排除,消除;v.除去",4级单词
elite,"n.<法>[集合名词]精华,精锐,中坚分子",4级单词
eloquent,"adj.雄辩的,有口才的,动人的,意味深长的",4级单词
elsewhere,adv.在别处,4级单词
embark,"v.上船,上飞机,着手,从事,装于船上,登上",4级单词
embarrass,"vt.使困窘,使局促不安,阻碍,麻烦",4级单词
embassy,"n.大使及其随员,大使的派遣,大使馆",4级单词
embed,"vt.使插入,使嵌入,深留,嵌入,[医]包埋",4级单词
embody,"vt.具体表达,使具体化,包含,收录",4级单词
embrace,"vt.拥抱,互相拥抱,包含,收买,信奉;vi.拥抱;n.拥抱",4级单词
emerge,"vi.显现,浮现,暴露,形成,(由某种状态)脱出,(事实)显现出来",4级单词
emergency,"n.紧急情况,突然事件,非常时刻,紧急事件",4级单词
emit,"vt.发出,放射,吐露,散发,发表,发行",4级单词
emotion,"n.情绪,情感,感情",4级单词
emotional,"adj.情绪的,情感的",4级单词
emperor,"n.皇帝,君主",4级单词
emphasis,"n.强调,重点",4级单词
emphasize,"vt.强调,着重;v.强调",4级单词
empire,"n.帝国,帝权",4级单词
empirical,"adj.完全根据经验的,经验主义的,[化]实验式",4级单词
employee,"n.职工,雇员,店员",4级单词
employer,"n.雇主,老板",4级单词
employment,"n.雇用,使用,利用,工作,职业",4级单词
enable,"vt.使能够,授予权利或方法",4级单词
enclose,"vt.放入封套,装入,围绕",4级单词
enclosure,"n.围住,围栏,四周有篱笆或围墙的场地",4级单词
encounter,"v.遭遇,遇到,相遇;n.遭遇,遭遇战",4级单词
encourage,"vt.鼓励,怂恿;v.鼓励,鼓励",4级单词
endeavor,"n.努力,尽力;vi.尽力,努力",4级单词
ending,"n.结尾,结局",4级单词
endless,"adj.无止境的,无穷的",4级单词
endow,"v.捐赠,赋予",4级单词
endurance,"n.忍耐(力),持久(力),耐久(性)",4级单词
endure,"v.耐久,忍耐",4级单词
energetic,"adj.精力充沛的,积极的",4级单词
enforce,"vt.强迫,执行,坚持,加强",4级单词
engage,"vt.使忙碌,雇佣,预定,使从事于,使参加;vi.答应,从事,交战,[机]接合,啮合",4级单词
engagement,"n.约会,婚约,诺言,交战,接站,雇拥,[机]接合",4级单词
engine,"n.发动机,机车,火车头",4级单词
engineering,n.工程(学),4级单词
enhance,"vt.提高,增强;v.提高",4级单词
enlarge,"v.扩大,放大",4级单词
enlighten,"vt.启发,启蒙,教导,授予...知识,开导,<古>照耀",4级单词
enormous,"adj.巨大的,庞大的,<古>极恶的,凶暴的",4级单词
enquire,v.询问,4级单词
enquiry,n.询问,4级单词
enrich,"vt.使富足,使肥沃,装饰,加料于,浓缩",4级单词
enroll,"v.[亦作enrol]登记,招收,使入伍(或入会、入学等),参加,成为成员",4级单词
ensue,"vi.跟着发生,继起;vt.(基督教《圣经》用语)追求",4级单词
ensure,"vt.保证,担保,使安全,保证得到;v.确保,确保,保证",4级单词
entail,"vt.使必需,使蒙受,使承担,遗传给;n.[建]限定继承权",4级单词
entertain,"vt.娱乐,招待,接受,怀抱;vi.款待",4级单词
entertainment,"n.款待,娱乐,娱乐表演",4级单词
enthusiasm,"n.狂热,热心,积极性,激发热情的事物",4级单词
enthusiastic,"adj.热心的,热情的",4级单词
entire,"adj.全部的,完整的,整个",4级单词
entitle,"vt.给...权利(或资格),给...题名,给...称号;v.授权,授权",4级单词
entity,n.实体,4级单词
entrepreneur,"n.<法>企业家,主办人",4级单词
entry,"n.登录,条目,进入,入口,[商]报关手续,[律]对土地的侵占,对房屋的侵入",4级单词
environment,"n.环境,外界",4级单词
envisage,v.正视,4级单词
envy,"n.&vt.羡慕,嫉妒",4级单词
episode,"n.一段情节,[音]插曲,插话,有趣的事件",4级单词
epoch,"n.新纪元,时代,时期,时间上的一点,[地质]世",4级单词
equality,"n.等同性,同等,平等,相等,等式",4级单词
equation,"n.相等,平衡,综合体,因素,方程式,等式",4级单词
equator,"n.赤道,赤道似的圈.圆",4级单词
equip,"vt.装备,配备,训练,准备行装",4级单词
equivalent,"adj.相等的,相当的,同意义的;n.等价物,相等物",4级单词
era,"n.时代,纪元,时期,[地]代",4级单词
erect,"adj.直立的,竖立的,笔直的;vt.盖,使竖立,使直立,树立,建立;vi.[生理]勃起",4级单词
erosion,"n.腐蚀,侵蚀",4级单词
erroneous,"adj.错误的,不正确的",4级单词
error,"n.错误,过失,误差",4级单词
erupt,vt.喷出;vi.爆发,4级单词
escort,"n.护卫(队),护送,陪同(人员),护卫队;v.护卫,护送,陪同",4级单词
essay,"vt.企图,尝试;n.企图,散文,小品文,随笔,短文,评论",4级单词
essence,"n.基本,[哲]本质,香精",4级单词
essential,"adj.本质的,实质的,基本的,提炼的,精华的;n.本质,实质,要素,要点",4级单词
establish,"vt.建立,设立,安置,使定居,使人民接受,确定;v.建立",4级单词
establishment,"n.确立,制定,设施,公司,军事组织",4级单词
estate,"n.状态,不动产,时期,阶层,财产",4级单词
esthetic,adj.感觉的,4级单词
estimate,"v.&n.估计,估价,评估",4级单词
eternal,"adj.永恒的,永远的,不灭的,没完没了的",4级单词
ethnic,"adj.人种的,种族的,异教徒的",4级单词
evaluate,"vt.评价,估计,求...的值;v.评价",4级单词
eve,"n.[诗]黄昏,前夕,前日",4级单词
event,"n.事件,事变,结果,活动,精力,竞赛",4级单词
evidence,"n.明显,显著,明白,迹象,根据,[物]证据,证物",4级单词
evident,"adj.明显的,显然的",4级单词
evidently,"adv.明显地,显然",4级单词
evil,"adj.邪恶的,带来麻烦的,不幸的,有害的,诽谤的;n.邪恶,不幸,罪恶",4级单词
evoke,"vt.唤起,引起,博得",4级单词
evolution,"n.进展,发展,演变,进化",4级单词
evolve,"v.(使)发展,(使)进展,(使)进化",4级单词
exact,"adj.精确的,准确的,原样的,精密的,严格;vt.强求,急需,要求",4级单词
exaggerate,"v.夸大,夸张",4级单词
exceed,"vt.超越,胜过;vi.超过其他",4级单词
exceedingly,"adv.非常地,极度地",4级单词
exception,"n.除外,例外,反对,异议",4级单词
exceptional,"adj.例外的,异常的",4级单词
excess,"n.过度,剩于,无节制,超过,超额;adj.过度的,额外的",4级单词
excessive,"adj.过多的,过分的,额外",4级单词
exchange,"vt.交换,调换,兑换,交流,交易;n.交换,调换,兑换,交流,交易",4级单词
excitement,"n.刺激,兴奋,激动,搔动",4级单词
exclaim,"v.呼喊,惊叫,大声叫",4级单词
exclude,"vt.拒绝接纳,把...排除在外,排斥",4级单词
exclusive,"adj.排外的,孤高的,唯我独尊的,独占的,唯一的,高级的",4级单词
excursion,"n.远足,游览,短程旅行,远足队,离题,[物]偏移,漂移",4级单词
execute,"vt.执行,实行,完成,处死,制成,[律]经签名盖章等手续使(证书)生效",4级单词
execution,"n.实行,完成,执行,死刑,制作,(武器等的)破坏效果,杀伤力",4级单词
executive,"adj.实行的,执行的,行政的;n.执行者,经理主管人员",4级单词
exemplify,"vt.例证,例示,作为...例子",4级单词
exempt,v.免除;adj.被免除的,4级单词
exert,"vt.尽(力),施加(压力等),努力;v.发挥,竭尽全力,尽",4级单词
exhaust,"vt.用尽,耗尽,抽完,使筋疲力尽;vi.排气;n.排气,排气装置;adj.用不完的,不会枯竭的",4级单词
exhibit,"vt.展出,陈列;n.展览品,陈列品,展品;v.展示",4级单词
exile,"n.放逐,充军,流放,流犯,被放逐者;vt.放逐,流放,使背井离乡",4级单词
existence,"n.存在,实在,生活,存在物,实在物",4级单词
exotic,"adj.异国情调的,外来的,奇异的",4级单词
expand,"vt.使膨胀,详述,扩张;vi.张开,发展",4级单词
expansion,"n.扩充,开展,膨胀,扩张物,辽阔,浩瀚",4级单词
expectation,"n.期待,预料,指望,展望,[数]期望(值)",4级单词
expedition,"n.远征,探险队,迅速,派遣",4级单词
expel,"v.驱逐,开除,排出,发射",4级单词
expend,"vt.花费,消耗,支出,[海]把(暂时不用的绳)绕在杆上",4级单词
expenditure,"n.支出,花费",4级单词
expense,"n.费用,代价,损失,开支,费钱之物",4级单词
experimental,"adj.实验的,根据实验的",4级单词
expert,"n.专家,行家,[军](特等)射手;adj.老练的,内行的,专门的;vt.在...中当行家,当专家",4级单词
expertise,"n.专家的意见,专门技术",4级单词
expire,"v.期满,终止,呼气,断气,届满",4级单词
explicit,"adj.外在的,清楚的,直率的,(租金等)直接付款的",4级单词
explode,"vt.使爆炸;vi.爆炸,爆发,破除,推翻,激发",4级单词
exploit,"vt.开拓,开发,开采,剥削,用以自肥;v.使用",4级单词
explore,"v.探险,探测,探究",4级单词
explosion,"n.爆发,发出,爆炸,[矿]煤气爆炸",4级单词
explosive,"adj.爆炸(性)的,爆发(性)的,暴露;n.爆炸物,炸药",4级单词
export,"vt.输出;n.出口货,输出,出口,出口商品;v.出口",4级单词
expose,"vt.使暴露,受到,使曝光;v.揭露",4级单词
exposition,"n.博览会,展览会,说明,曝露,[戏]展示部分,[音]呈示部",4级单词
exposure,"n.暴露,揭露,暴光,揭发,揭露,位向,方向,陈列",4级单词
expression,"n.表达,表情,脸色,声调,腔调,榨出,语法,措辞;n.[数]式,表达式,符号",4级单词
exquisite,"adj.优美的,高雅的,精致的,剧烈的,异常的,细腻的,敏锐的",4级单词
extend,"v.扩充,延伸,伸展,扩大[军]使疏开,给予,提供,演化出的全文,<英>[律]对(地产等)估价",4级单词
extension,"n.延长,扩充,范围;n.扩展名;adj.[逻]外延的,客观现实的",4级单词
